BW_ID	WKT	IslandName	Date	Start	End	Name	Function	Start_Function	End_Function	Use	Start_Use	End_Use	Typology	Start_Typology	End_Typology	Height	Material	Architect	Patron	Owner	Start_Owner	End_Owner	Tenant	Start_Tenant	End_Tenant	SHP_Lenght	SHP_Area
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1945	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	86	1866-10-21	2019-12-31				50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1789	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	88	1570-01-01	1797-05-11				50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1697	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	88	1570-01-01	1797-05-11	42	1534-01-01	1806-07-27	50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1982	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Abandoned	1961-01-01	2019-12-31	Ex powderhouse	1961-01-01	2019-12-31		Istrian marble		90	86	1866-10-21	2019-12-31				50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1850	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	Austrian Empire	1814-04-20	1866-10-20				50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1717	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	88	1570-01-01	1797-05-11	42	1534-01-01	1806-07-27	50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1839	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	Austrian Empire	1814-04-20	1866-10-20				50.9750232192258	34.8314778282299
SS_BLDG_001	MULTIPOLYGON (((1370165.88212385 5692874.70769408,1370170.75474383 5692884.5087468,1370180.738111 5692879.61365261,1370175.67921034 5692869.75574724,1370165.88212385 5692874.70769408),(1370168.41744304 5692875.58263396,1370174.81050505 5692872.36347141,1370178.03433759 5692878.72753828,1370171.69050862 5692881.92881527,1370168.41744304 5692875.58263396)))	San Secondo	1839	1570-01-01	2019-12-31	Polveriera	Public	1570-01-01	2019-12-31	Military	1570-01-01	1960-12-31	Powderhouse	1570-01-01	1960-12-31		Istrian marble		90	Austrian Empire	1814-04-20	1866-10-20				50.9750232192258	34.8314778282299
SS_BLDG_002	MULTIPOLYGON (((1370176.43402602 5692853.92442382,1370175.07013675 5692851.63567276,1370174.5082663 5692850.63488646,1370172.17472975 5692846.18978526,1370167.18790288 5692836.25579927,1370165.83223103 5692833.50134398,1370161.75719468 5692825.406577,1370152.47176851 5692806.94572391,1370146.55172112 5692794.81892821,1370142.71011038 5692795.71660424,1370143.26271909 5692796.48851448,1370146.26785718 5692795.90108724,1370150.9737593 5692805.60296978,1370151.83479416 5692807.37842515,1370153.70288065 5692811.11184785,1370161.09263388 5692825.88170029,1370166.65401944 5692837.04262368,1370168.92948164 5692841.85564611,1370170.90090187 5692845.33155546,1370169.59859944 5692846.01273167,1370170.17041323 5692847.23836333,1370171.25153096 5692846.67288698,1370173.63244712 5692851.09303323,1370172.5039491 5692851.6834656,1370173.06582526 5692852.68439475,1370174.26610094 5692852.0564284,1370180.28004901 5692862.29378496,1370180.62712136 5692863.17746694,1370182.69953792 5692867.3341201,1370183.5308537 5692866.95708679,1370181.64416456 5692862.66720156,1370181.15932462 5692861.85392031,1370180.15872822 5692860.17478562,1370176.43402602 5692853.92442382)),((1370170.03266023 5692868.4937606,1370169.59917097 5692867.6377894,1370159.65394529 5692872.7126937,1370162.39525564 5692878.1745408,1370165.51562617 5692884.39062606,1370166.28398643 5692883.91920797,1370166.06094544 5692883.49391006,1370163.16359872 5692877.86567496,1370160.65750188 5692872.99731562,1370168.94782491 5692869.03810882,1370170.03266023 5692868.4937606)))	San Secondo	1945	1770-01-01	2019-12-31	Muro di cinta	Public	1770-01-01	2019-12-31	Military	1770-01-01	1960-12-31	Walls	1770-01-01	2019-12-31		Brick		42	86	1866-10-21	2019-12-31				157.253618745244	46.8268003164156
SS_BLDG_002	MULTIPOLYGON (((1370176.43402602 5692853.92442382,1370175.07013675 5692851.63567276,1370174.5082663 5692850.63488646,1370172.17472975 5692846.18978526,1370167.18790288 5692836.25579927,1370165.83223103 5692833.50134398,1370161.75719468 5692825.406577,1370152.47176851 5692806.94572391,1370146.55172112 5692794.81892821,1370142.71011038 5692795.71660424,1370143.26271909 5692796.48851448,1370146.26785718 5692795.90108724,1370150.9737593 5692805.60296978,1370151.83479416 5692807.37842515,1370153.70288065 5692811.11184785,1370161.09263388 5692825.88170029,1370166.65401944 5692837.04262368,1370168.92948164 5692841.85564611,1370170.90090187 5692845.33155546,1370169.59859944 5692846.01273167,1370170.17041323 5692847.23836333,1370171.25153096 5692846.67288698,1370173.63244712 5692851.09303323,1370172.5039491 5692851.6834656,1370173.06582526 5692852.68439475,1370174.26610094 5692852.0564284,1370180.28004901 5692862.29378496,1370180.62712136 5692863.17746694,1370182.69953792 5692867.3341201,1370183.5308537 5692866.95708679,1370181.64416456 5692862.66720156,1370181.15932462 5692861.85392031,1370180.15872822 5692860.17478562,1370176.43402602 5692853.92442382)),((1370170.03266023 5692868.4937606,1370169.59917097 5692867.6377894,1370159.65394529 5692872.7126937,1370162.39525564 5692878.1745408,1370165.51562617 5692884.39062606,1370166.28398643 5692883.91920797,1370166.06094544 5692883.49391006,1370163.16359872 5692877.86567496,1370160.65750188 5692872.99731562,1370168.94782491 5692869.03810882,1370170.03266023 5692868.4937606)))	San Secondo	1982	1770-01-01	2019-12-31	Muro di cinta	Public	1770-01-01	2019-12-31	Abandoned	1961-01-01	2019-12-31	Walls	1770-01-01	2019-12-31		Brick		42	86	1866-10-21	2019-12-31				157.253618745244	46.8268003164156
SS_BLDG_002	MULTIPOLYGON (((1370188.86041189 5692886.1589073,1370188.34190626 5692885.20189124,1370183.30415772 5692887.66827575,1370183.814252 5692888.60421416,1370186.99213831 5692887.20272738,1370188.86041189 5692886.1589073)),((1370171.70211251 5692894.24951115,1370179.76937569 5692890.39120774,1370179.33670782 5692889.61076299,1370171.97441796 5692893.21523992,1370171.37404649 5692893.62415081,1370166.06094544 5692883.49391006,1370160.65750188 5692872.99731562,1370168.94782491 5692869.03810882,1370180.62712136 5692863.17746694,1370182.69953792 5692867.3341201,1370183.5308537 5692866.95708679,1370181.64416456 5692862.66720156,1370181.15932462 5692861.85392031,1370180.15872822 5692860.17478562,1370177.32834912 5692855.42511686,1370176.43402602 5692853.92442382,1370175.07013675 5692851.63567276,1370174.53127147 5692850.59879723,1370174.11298368 5692849.79405006,1370173.86333872 5692849.31371801,1370173.46776443 5692848.55245491,1370173.16617899 5692847.97214016,1370172.82223769 5692847.31030124,1370172.20856521 5692846.12968003,1370171.60291577 5692844.96415388,1370171.30363811 5692844.38802906,1370168.53352958 5692838.9146829,1370167.18790288 5692836.25579927,1370165.83223103 5692833.50134398,1370162.78862274 5692827.45538408,1370161.75719468 5692825.406577,1370158.49632089 5692818.8469562,1370157.07468232 5692815.98710297,1370152.94339449 5692807.67655902,1370151.73963973 5692805.25507158,1370150.18936473 5692802.13657378,1370148.15785968 5692798.04981402,1370146.55172112 5692794.81892821,1370142.71011038 5692795.71660424,1370132.65866246 5692797.67910527,1370123.42312322 5692799.48246367,1370113.82337276 5692803.55284769,1370103.72468372 5692805.57526225,1370091.05898181 5692808.40893829,1370089.60041843 5692808.71003766,1370086.02134761 5692809.63269361,1370080.51716986 5692809.83315035,1370079.01944927 5692809.8531896,1370067.87736544 5692810.24604733,1370059.86333687 5692811.11041393,1370060.51088411 5692811.82069056,1370067.93249336 5692811.02023711,1370074.07068042 5692810.80373068,1370086.03473475 5692810.3818974,1370114.35484919 5692804.34063172,1370119.88488401 5692801.99594485,1370123.43825707 5692800.48913113,1370143.26271909 5692796.48851448,1370146.26785718 5692795.90108724,1370150.9737593 5692805.60296978,1370151.83479416 5692807.37842515,1370153.70288065 5692811.11184785,1370153.84974448 5692811.40516635,1370157.28352694 5692818.26845266,1370161.09263388 5692825.88170029,1370162.49746272 5692828.6926859,1370166.36637593 5692836.43430818,1370166.65401944 5692837.04262368,1370168.92948164 5692841.85564611,1370170.90090187 5692845.33155546,1370171.25153096 5692846.67288698,1370171.97248537 5692848.01148152,1370172.8672711 5692849.67256275,1370173.63244712 5692851.09303323,1370174.40324101 5692852.28972904,1370176.5577902 5692855.95733179,1370180.28004901 5692862.29378496,1370169.59917097 5692867.6377894,1370159.65394529 5692872.7126937,1370165.51562617 5692884.39062606,1370170.39075103 5692893.86076995,1370156.41662066 5692901.24780694,1370156.84691797 5692901.99135636,1370163.09919855 5692898.77558339,1370170.82718859 5692894.70876557,1370171.70211251 5692894.24951115)),((1370065.17185734 5692907.00217142,1370061.9439361 5692903.31831064,1370061.36261805 5692903.56030484,1370073.54015225 5692917.32178222,1370076.6273901 5692920.80019796,1370080.49223712 5692925.13508706,1370081.25933089 5692925.99556569,1370081.76550103 5692925.70553832,1370077.17400469 5692920.62491417,1370073.84003243 5692916.88958418,1370070.23196713 5692912.81690906,1370065.17185734 5692907.00217142)))	San Secondo	1789	1770-01-01	1838-12-31	Muro di cinta	Public	1777-01-01	1849-12-31	Military	1770-01-01	1849-12-31	Walls	1770-01-01	1849-12-31		Brick		89	88	1770-01-01	1797-05-11	42	1770-01-01	1806-07-28	391.336963616612	115.800422355427
SS_BLDG_003	MULTIPOLYGON (((1370066.9900379 5692864.11825648,1370079.36871364 5692857.168987,1370105.10191077 5692843.58903765,1370108.88944076 5692841.1515229,1370111.21125382 5692839.3022265,1370111.95650402 5692837.28654354,1370112.1412386 5692835.13861721,1370112.06625674 5692834.00229364,1370111.37064307 5692831.14456245,1370110.51308424 5692829.75533263,1370108.53823908 5692827.98818965,1370107.54873207 5692827.16133967,1370105.05358778 5692825.99876456,1370103.17997413 5692825.70909932,1370099.16393262 5692826.40528133,1370095.34634656 5692828.15912011,1370085.12935425 5692833.54982399,1370077.32025516 5692819.54855366,1370075.92842515 5692818.36794671,1370074.4487801 5692817.56249057,1370071.67447942 5692817.1667711,1370069.7933638 5692817.10352193,1370068.27823365 5692817.35496245,1370067.54680808 5692817.60244332,1370066.22992004 5692818.10180062,1370064.53348808 5692819.40587939,1370063.47988013 5692820.27744932,1370062.91482765 5692820.95371171,1370062.26775377 5692822.31970115,1370061.47064169 5692823.59590322,1370060.98497528 5692825.95294898,1370060.90938157 5692828.2177748,1370068.65632753 5692842.24178155,1370060.68727325 5692846.44643139,1370057.11636753 5692848.48059832,1370055.11422858 5692850.90745419,1370054.51203921 5692852.53113094,1370053.69128524 5692855.11128872,1370053.81497009 5692858.17649805,1370054.80396138 5692860.7041604,1370056.65282509 5692862.86362082,1370058.75211602 5692864.29482496,1370060.64433148 5692865.15194544,1370063.18604897 5692865.18075776,1370064.8846904 5692865.06785798,1370066.9900379 5692864.11825648)))	San Secondo	1945	1852-01-01	2019-12-31	Batteria	Public	1852-01-01	2019-12-31	Military	1852-01-01	1945-09-08	Gun battery	1852-01-01	1945-09-08		Brick ; Stone		Austrian Empire	86	1866-10-21	2019-12-31				130.339791238175	724.128496009133
SS_BLDG_003	MULTIPOLYGON (((1370066.9900379 5692864.11825648,1370079.36871364 5692857.168987,1370105.10191077 5692843.58903765,1370108.88944076 5692841.1515229,1370111.21125382 5692839.3022265,1370111.95650402 5692837.28654354,1370112.1412386 5692835.13861721,1370112.06625674 5692834.00229364,1370111.37064307 5692831.14456245,1370110.51308424 5692829.75533263,1370108.53823908 5692827.98818965,1370107.54873207 5692827.16133967,1370105.05358778 5692825.99876456,1370103.17997413 5692825.70909932,1370099.16393262 5692826.40528133,1370095.34634656 5692828.15912011,1370085.12935425 5692833.54982399,1370077.32025516 5692819.54855366,1370075.92842515 5692818.36794671,1370074.4487801 5692817.56249057,1370071.67447942 5692817.1667711,1370069.7933638 5692817.10352193,1370068.27823365 5692817.35496245,1370067.54680808 5692817.60244332,1370066.22992004 5692818.10180062,1370064.53348808 5692819.40587939,1370063.47988013 5692820.27744932,1370062.91482765 5692820.95371171,1370062.26775377 5692822.31970115,1370061.47064169 5692823.59590322,1370060.98497528 5692825.95294898,1370060.90938157 5692828.2177748,1370068.65632753 5692842.24178155,1370060.68727325 5692846.44643139,1370057.11636753 5692848.48059832,1370055.11422858 5692850.90745419,1370054.51203921 5692852.53113094,1370053.69128524 5692855.11128872,1370053.81497009 5692858.17649805,1370054.80396138 5692860.7041604,1370056.65282509 5692862.86362082,1370058.75211602 5692864.29482496,1370060.64433148 5692865.15194544,1370063.18604897 5692865.18075776,1370064.8846904 5692865.06785798,1370066.9900379 5692864.11825648)))	San Secondo	1982	1852-01-01	2019-12-31	Batteria	Public	1852-01-01	2019-12-31	Abandoned	1961-01-01	2019-12-31	Ex gun battery	1961-01-01	2019-12-31		Brick ; Stone		Austrian Empire	86	1866-10-21	2019-12-31				130.339791238175	724.128496009133
SS_BLDG_004	MULTIPOLYGON (((1370074.12352033 5692921.60358136,1370084.78467436 5692918.18295523,1370085.19074212 5692919.5571486,1370094.24943254 5692916.74766627,1370091.81779426 5692908.35176397,1370083.07831478 5692910.62754236,1370083.89550131 5692913.22502252,1370072.97837919 5692917.54397221,1370074.12352033 5692921.60358136)))	San Secondo	1945	1852-01-01	1981-12-31	Deposito	Public	1852-01-01	1981-12-31	Military	1852-01-01	1945-09-08	Storage facility	1852-01-01	1981-12-31		Brick		Austrian Empire	86	1866-10-21	1981-12-31				41.1094143797078	66.4125313678985
SS_BLDG_005	MULTIPOLYGON (((1370063.17282235 5692879.83430589,1370064.68642146 5692875.12334725,1370054.1593506 5692872.27504086,1370052.41256528 5692877.20489091,1370063.17282235 5692879.83430589)))	San Secondo	1945	1852-01-01	1981-12-31	Deposito	Public	1852-01-01	1981-12-31	Military	1852-01-01	1945-09-08	Storage facility	1852-01-01	1981-12-31		Brick		Austrian Empire	86	1866-10-21	1981-12-31				22.5752803200677	27.4489846516082
SS_BLDG_006	MULTIPOLYGON (((1370041.38506749 5692855.51936486,1370046.23778026 5692857.14961809,1370049.71345958 5692848.95246903,1370045.07968523 5692846.71810693,1370041.38506749 5692855.51936486)))	San Secondo	1945	1852-01-01	1981-12-31	Deposito	Public	1852-01-01	1981-12-31	Military	1852-01-01	1945-09-08	Storage facility	1852-01-01	1981-12-31		Brick		Austrian Empire	86	1866-10-21	1981-12-31				20.1367022778399	23.2508064015439
SS_BLDG_007	MULTIPOLYGON (((1370053.81390301 5692801.88765,1370055.93016265 5692806.1916156,1370065.25169833 5692802.27234191,1370063.1404937 5692797.8176204,1370053.81390301 5692801.88765)))	San Secondo	1945	1852-01-01	1981-12-31	Deposito	Public	1852-01-01	1981-12-31	Military	1852-01-01	1945-09-08	Storage facility	1852-01-01	1981-12-31		Brick		Austrian Empire	86	1866-10-21	1981-12-31				21.0654630025655	24.2528865808452
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1697	1563-01-01	1851-12-31	Vera da pozzo	Private	1563-01-01	1806-7-27	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31		Istrian marble	43	42	42	1563-01-01	1806-07-27				4.28726950969252	1.14420085667466
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1839	1563-01-01	1851-12-31	Vera da pozzo	Public	1806-07-28	1851-12-31	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31		Istrian marble	43	42	Austrian Empire	1814-04-20	1866-10-20				4.28726950969252	1.14420085667466
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1717	1563-01-01	1851-12-31	Vera da pozzo	Private	1563-01-01	1806-07-27	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31		Istrian marble	43	42	42	1563-01-01	1806-07-27				4.28726950969252	1.14420085667466
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1850	1563-01-01	1851-12-31	Vera da pozzo	Public	1806-07-28	1851-12-31	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31		Istrian marble	43	42	Austrian Empire	1814-04-20	1866-10-20				4.28726950969252	1.14420085667466
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1789	1563-01-01	1851-12-31	Vera da pozzo	Private	1563-01-01	1806-07-27	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31	1.0	Istrian marble	43	42	42	1563-01-01	1806-07-27				4.28726950969252	1.14420085667466
SS_BLDG_008	MULTIPOLYGON (((1370075.05565195 5692850.34911743,1370076.39486272 5692849.83855021,1370075.79018064 5692848.3217368,1370074.46183692 5692848.84385323,1370075.05565195 5692850.34911743)))	San Secondo	1839	1563-01-01	1851-12-31	Vera da pozzo	Public	1806-07-28	1851-12-31	Water supply	1563-01-01	1851-12-31	Wellhead	1563-01-01	1851-12-31		Istrian marble	43	42	Austrian Empire	1814-04-20	1866-10-20				4.28726950969252	1.14420085667466
SS_BLDG_009	MULTIPOLYGON (((1370099.65819267 5692883.67634697,1370100.56564699 5692885.2266466,1370102.14759073 5692884.32751834,1370101.2352838 5692882.76999194,1370099.65819267 5692883.67634697)))	San Secondo	1850	1848-01-01	1851-12-31	Vera da pozzo	Public	1848-01-01	1851-12-31	Water supply	1848-01-01	1851-12-31	Wellhead	1848-01-01	1851-12-31		Istrian marble		Austrian Empire	Austrian Empire	1814-04-20	1866-10-20				5.07929236783034	1.6122491910238
SS_BLDG_010	MULTIPOLYGON (((1370086.72516344 5692882.79598406,1370091.11457736 5692888.50656963,1370107.53050866 5692876.08849821,1370103.13679369 5692870.4986625,1370086.72516344 5692882.79598406)))	San Secondo	1850	1848-01-01	1851-12-31	Deposito	Public	1848-01-01	1851-12-31	Military	1848-01-01	1851-12-31	Storage facility	1848-01-01	1851-12-31		Brick		Austrian Empire	Austrian Empire	1814-04-20	1866-10-20				38.8776651461549	72.3630186374172
SS_BLDG_011	MULTIPOLYGON (((1370102.49971561 5692807.56105457,1370080.88705114 5692813.52351416,1370089.99243967 5692843.70393857,1370091.58955736 5692843.24741741,1370093.06933022 5692848.00235599,1370110.13695328 5692842.79417546,1370103.34190567 5692811.10405785,1370102.49971561 5692807.56105457)))	San Secondo	1850	1848-01-01	1851-12-31	Deposito	Public	1848-01-01	1851-12-31	Military	1848-01-01	1851-12-31	Storage facility	1848-01-01	1851-12-31		Brick		Austrian Empire	Austrian Empire	1814-04-20	1866-10-20				80.2826752103583	370.854893239314
SS_BLDG_012	MULTIPOLYGON (((1370105.70842622 5692814.46022702,1370110.38114834 5692826.8051739,1370120.61202791 5692853.73565296,1370127.59201585 5692851.13590685,1370112.62804081 5692811.97184159,1370105.70842622 5692814.46022702)))	San Secondo	1850	1848-01-01	1851-12-31	Deposito	Public	1848-01-01	1851-12-31	Military	1848-01-01	1851-12-31	Storage facility	1848-01-01	1851-12-31		Brick		Austrian Empire	Austrian Empire	1814-04-20	1866-10-20				69.2082612865883	152.968588129451
SS_BLDG_013	MULTIPOLYGON (((1370119.88488401 5692801.99594485,1370120.13464019 5692802.48255617,1370119.97093586 5692802.59045098,1370120.13799194 5692802.94564112,1370120.30039932 5692802.87550912,1370120.71201789 5692803.80579914,1370120.20518025 5692804.03428924,1370120.30151145 5692804.2549922,1370120.7890579 5692804.03515545,1370121.06917085 5692804.66820674,1370121.2890021 5692804.57156188,1370120.97060853 5692803.95623335,1370122.85262375 5692803.15026541,1370123.15317114 5692803.73662107,1370123.3159086 5692803.6571909,1370123.0630513 5692803.05343781,1370123.4057123 5692802.94214644,1370123.29979529 5692802.73069565,1370123.01280067 5692802.86282618,1370122.59353573 5692801.88500166,1370122.80493597 5692801.75985197,1370122.65572609 5692801.43363467,1370122.43556483 5692801.53957763,1370122.16951818 5692801.02721466,1370121.99040877 5692801.10317911,1370122.80316372 5692802.94076649,1370120.93073429 5692803.73748229,1370120.10554878 5692801.9022652,1370119.88488401 5692801.99594485)))	San Secondo	1850	1848-01-01	1851-12-31	Deposito	Public	1848-01-01	1851-12-31	Military	1848-01-01	1851-12-31	Storage facility	1848-01-01	1851-12-31		Brick		Austrian Empire	Austrian Empire	1814-04-20	1866-10-20				13.1317811323526	1.02881358410444
SS_BLDG_014	MULTIPOLYGON (((1370018.97627021 5692853.8264445,1370032.94292584 5692870.25491799,1370037.09031622 5692866.70569735,1370044.11631411 5692860.69283354,1370029.99649351 5692843.97019106,1370018.97627021 5692853.8264445)))	San Secondo	1789	1500-01-01	1849-12-31	Cavana	Public	1500-01-01	1849-12-31	Accomodation	1500-01-01	1849-12-31	Shelter for boats	1500-01-01	1849-12-31		Brick ; Istrian marble		89	88	1500-01-01	1797-05-11	42	1534-01-01	1806-07-7	51.1677531507492	157.628964507158
